M_Ms log_t_yr Teff L_Ls g R_Rs Log_Li_Li0 logTc logROc Mrad Rrad k2conv k2rad
0.6 5.703957 3986.966594827586 0.15983297413793093 3.412133620689655 2.5235323275862065 0.0 6.274066810344828 -0.49036616379310327 0.0 0.0 0.44630334051724135 0.0
0.6 5.738317 3983.3505225417653 0.13350522541765164 3.4368452971241137 2.4514641086276594 0.0 6.286247387291175 -0.4535722633305358 0.0 0.0 0.4466649477458235 0.0
0.6 5.769327 3980.993360494945 0.10996680247472466 3.460029877772748 2.387913686434284 0.0 6.297016598762637 -0.42065352346461454 0.0 0.0 0.44700033197525274 0.0
0.6 5.797516 3977.7485924480143 0.08811725846407921 3.4796313339839355 2.332731701824187 0.0 6.307128518879964 -0.3909401471361008 0.0 0.0 0.44726257037759926 0.0
0.6 5.823296 3975.0 0.06845339299030552 3.4985466070096947 2.2836881431767333 0.0 6.316218642803878 -0.3638347501864277 0.0 0.0 0.4475 0.0
0.6 5.846997 3973.0 0.050816899316899436 3.5151831006831005 2.240360558360559 0.0 6.32390986040986 -0.33904365904365924 0.0 0.0 0.4477 0.0
0.6 5.868886 3971.1204142011834 0.034602071005917244 3.530397928994083 2.200444970414201 0.0 6.331638757396449 -0.31634289940828414 0.0 0.0 0.4478879585798817 0.0
0.6 5.889182 3969.125128960943 0.01962564480471605 3.5453743551952837 2.1645015475313185 0.0 6.338624613117171 -0.2952759027266025 0.0 0.0 0.44808748710390567 0.0
0.6 5.908067 3967.0 0.0047342739564962665 3.558265726043504 2.1318154027042917 0.0 6.3449594356261025 -0.27582798353909477 0.0 0.0 0.4482 0.0
0.6 5.925695 3965.0 -0.008199443141852548 3.5701994431418527 2.1013612250879246 0.0 6.350479777256741 -0.25772077960140644 0.0 0.0 0.44832398886283703 0.0
0.6 5.942195 3963.3443582613786 -0.020278208693106748 3.582278208693107 2.073960120005854 0.0 6.356139104346553 -0.24081050782965055 0.0 0.0 0.4484827820869311 0.0
0.6 5.95768 3961.5406964011972 -0.03159303598802849 3.5925930359880285 2.0484360172275347 0.0 6.361296517994014 -0.2250156799766404 0.0 0.0 0.44864593035988026 0.0
0.6 5.972245 3959.9560055357274 -0.04321997232136387 3.603197975089228 2.0245160608929993 0.0 6.3660879889285455 -0.21029423847330422 0.0 0.0 0.4487021997232136 0.0
0.6 5.985973 3957.9561863173217 -0.05321906841339179 3.612219068413392 2.002518049490538 0.0 6.370131441048035 -0.1963933042212515 0.0 0.0 0.44880438136826784 0.0
0.6 5.998937 3956.0700887014686 -0.06264955649265674 3.6216495564926565 1.9827008870146865 0.0 6.374859822597062 -0.1832836120401337 0.0 0.0 0.4489 0.0
0.6 6.011202 3954.2878523684976 -0.07156073815751252 3.629704664341761 1.9631663760534723 0.0 6.3792803690787565 -0.1709005739610576 0.0 0.0 0.4489856073815751 0.0
0.6 6.022824 3953.6007541150025 -0.08019585236748616 3.637796606482489 1.9456082952650275 0.0 6.382798491769995 -0.15924520339351736 0.0 0.0 0.4491199622942499 0.0
0.6 6.033854 3952.001160176927 -0.08899361902690142 3.6449947792038286 1.928012761946197 0.0 6.385997679646146 -0.1482080052207964 0.0 0.0 0.44919994199115365 0.0
0.6 6.044336 3950.4825589810393 -0.09658720509480417 3.6523284845853237 1.9125668693009112 0.0 6.390034882037922 -0.13772965696917025 0.0 0.0 0.44932587205094804 0.0
0.6 6.05431 3949.038934722825 -0.10380532638587328 3.6588247937472858 1.8974088145896661 0.0 6.392922130554349 -0.12776864958749487 0.0 0.0 0.44939805326385873 0.0
0.6 6.063814 3947.6650303205315 -0.11084233323707776 3.6656748483973436 1.8836503032053131 0.0 6.3966699393589375 -0.11830545769563952 0.0 0.0 0.44941674848397345 0.0
0.6 6.072875 3946.3567715853305 -0.11803775628068157 3.672216142073347 1.8705677158533063 0.0 6.399286456829339 -0.10934388535951477 0.0 0.0 0.4494821614207335 0.0
0.6 6.081531 3945.1073748015588 -0.12446312599220664 3.6775705007937654 1.8580737480155867 0.0 6.401785250396883 -0.10074088613075484 0.0 0.0 0.44958926251984416 0.0
0.6 6.089803 3943.9150834772595 -0.13042458261370168 3.6833821243523315 1.845193293033967 0.0 6.4051698330454805 -0.09251407599309167 0.0 0.0 0.449604245826137 0.0
0.6 6.097715 3942.7763385146804 -0.13611830742659764 3.688506476683938 1.8343752158894646 0.0 6.407447322970639 -0.08465673575129527 0.0 0.0 0.44966118307426595 0.0
0.6 6.105296 3941.685730708435 -0.1415713464578245 3.6935713464578246 1.823857307084351 0.0 6.409942807874694 -0.07713154188820222 0.0 0.0 0.44973142692915646 0.0
0.6 6.112558 3940.463901248744 -0.14696569542127164 3.6987869958375197 1.8134260083249607 0.0 6.412714798335008 -0.06995181570259806 0.0 0.0 0.4498178699583752 0.0
0.6 6.119523 3938.9643318501508 -0.15246411654944744 3.703785560499498 1.8034288790010047 0.0 6.414714224199799 -0.06310378211568818 0.0 0.0 0.449867855604995 0.0
0.6 6.126209 3937.6837202636857 -0.15758139868157084 3.7082651189452567 1.7938372026368583 0.0 6.416632559472629 -0.056517669819432265 0.0 0.0 0.4499 0.0
0.6 6.132634 3936.763325463261 -0.16218337268369487 3.7121833726836946 1.7847515919009798 0.0 6.4185916863418475 -0.0501669456965011 0.0 0.0 0.44991183372683696 0.0
0.6 6.138808 3935.879874078844 -0.16660062960578104 3.716600629605781 1.7763588037490161 0.0 6.42080031480289 -0.044071131144022196 0.0 0.0 0.4499560062960578 0.0
0.6 6.144749 3935.029763182371 -0.17085118408814498 3.720851184088145 1.7682827502325245 0.0 6.422925592044073 -0.03820536595835994 0.0 0.0 0.44999851184088147 0.0
0.6 6.150465 3934.21359223301 -0.17571844660194144 3.724145631067961 1.7609223300970878 0.0 6.42457281553398 -0.03257378640776732 0.0 0.0 0.450078640776699 0.0
0.6 6.15597 3933.4281842818427 -0.1798590785907859 3.727859078590786 1.7535677506775067 0.0 6.426429539295393 -0.027154471544715446 0.0 0.0 0.45012859078590783 0.0
0.6 6.161278 3932.67108828983 -0.18364455855084896 3.731644558550849 1.746375338753387 0.0 6.428322279275425 -0.021930509199828443 0.0 0.0 0.4501664455855085 0.0
