M_Ms log_t_yr Teff L_Ls g R_Rs Log_Li_Li0 logTc logROc Mrad Rrad k2conv k2rad
1.4 5.703957 4647.673575129534 0.7319689119170986 3.4740310880829015 3.5878652849740935 0.0 6.481683937823835 -0.5846176165803111 0.0 0.0 0.4486336787564767 0.0
1.4 5.738317 4650.4510518721045 0.7084894812789545 3.4990594668489408 3.4858600288600274 0.0 6.494255259360522 -0.547640168603326 0.0 0.0 0.44884510518721044 0.0
1.4 5.769327 4653.606758599788 0.6869662070010611 3.521427034399151 3.396471586604032 0.0 6.505213517199575 -0.5144526898014856 0.0 0.0 0.449 0.0
1.4 5.797516 4655.435823827152 0.6670775855556397 3.54192241444436 3.3178745183954073 0.0 6.515179119135755 -0.4843548840371687 0.0 0.0 0.4491435823827151 0.0
1.4 5.823296 4656.881523378582 0.6490662895927604 3.5608152337858217 3.2472651583710412 0.0 6.524407616892911 -0.45697052036199115 0.0 0.0 0.4492881523378582 0.0
1.4 5.846997 4657.331579738464 0.6323421013076806 3.5776578986923195 3.184363144446114 0.0 6.532663159476928 -0.43187894183075287 0.0 0.0 0.4494331579738464 0.0
1.4 5.868886 4658.0 0.616907046476762 3.593092953523238 3.1274839580209903 0.0 6.540237181409295 -0.4087698650674667 0.00018557721139428367 0.06116006296850943 0.44956185907046475 0.00013998707646175465
1.4 5.889182 4658.0 0.6027102705935118 3.6076317835251905 3.0758149200179403 0.0 6.5473158917625955 -0.38722858424278683 0.0036237404694273914 0.2315669606817157 0.4496 0.0024013731499476607
1.4 5.908067 4659.0 0.5896103160405488 3.6213896839594515 3.028875074537866 -0.0004 6.553433810375671 -0.3672066487775793 0.010351460942158528 0.32588446630888407 0.4497 0.005809627906976704
1.4 5.925695 4659.0 0.5765904294843214 3.6335119631445982 2.9853617179372858 -0.0004 6.5592047852578395 -0.3483627730717785 0.02 0.40237473621637676 0.4497 0.01011
1.4 5.942195 4659.0 0.5652461082283171 3.6449785025945145 2.946187546330615 -0.0004 6.564876945885842 -0.3306568569310599 0.026590808005930403 0.43653313565604196 0.4497 0.012831616011860673
1.4 5.95768 4658.579087284005 0.5542117855560479 3.656209127159947 2.9095307930881704 -0.0004 6.569683650863978 -0.31395467434647767 0.034678289765175 0.47322924235711117 0.4497 0.016070270270270266
1.4 5.972245 4658.0 0.544043497493365 3.665965202005308 2.875139191978768 -0.0004 6.573982601002654 -0.2981643762901801 0.041959982306104225 0.5001486287230898 0.4496008699498673 0.01890442789737534
1.4 5.985973 4658.0 0.5344560475875738 3.676048836013807 2.8433486083571986 -0.0006524418006903451 6.578019534405523 -0.2832772343394277 0.056095417492840416 0.546726973635898 0.44944951163986196 0.024136604244694347
1.4 5.998937 4658.0 0.5254417582417582 3.6846465934065935 2.8143252747252747 -0.0009 6.581823296703297 -0.2691538021978021 0.0607 0.5567738901098901 0.4494 0.02582
1.4 6.011202 4658.0 0.5164732763032829 3.693526723696717 2.786567156540177 -0.0009 6.586263361848358 -0.25570991445492436 0.0694825254076186 0.577987343715727 0.44922946552606563 0.02894078087299845
