M_Ms log_t_yr Teff L_Ls g R_Rs Log_Li_Li0 logTc logROc Mrad Rrad k2conv k2rad
1.1 5.703957 4471.0 0.5657338048303362 3.468266195169664 3.201068316906177 0.0 6.428133097584832 -0.5406273267624707 0.0 0.0 0.44822266195169663 0.0
1.1 5.738317 4470.0 0.5409471873129861 3.493052812687014 3.1116204368641522 0.0 6.440221125074806 -0.5044260622381804 0.0 0.0 0.4484 0.0
1.1 5.769327 4469.0 0.5188297397769519 3.515170260223048 3.0340211152416363 0.0 6.451085130111524 -0.4718999330855022 0.0 0.0 0.4486617026022305 0.0
1.1 5.797516 4468.0 0.4979285608637777 3.5350714391362223 2.9653713947640887 0.0 6.460828575654489 -0.44249998520928874 0.0 0.0 0.4488 0.0
1.1 5.823296 4466.891192471695 0.4799119247169534 3.552979267754742 2.903626966622556 0.0 6.469544037641524 -0.41576581385090433 0.0 0.0 0.449 0.0
1.1 5.846997 4466.0 0.4625065982404694 3.5694934017595306 2.848821114369502 0.0 6.4773973607038124 -0.3912092375366572 0.0 0.0 0.4491 0.0
1.1 5.868886 4465.0 0.4464945938047929 3.5846043249561657 2.7994837814143785 0.0 6.484802162478083 -0.36869243132671004 0.0 0.0 0.4492 0.0
1.1 5.889182 4463.140069889342 0.43270034944670965 3.5992996505532906 2.7541010483401287 0.0 6.491719860221316 -0.3477944962143277 0.0 0.0 0.4493859930110658 0.0
1.1 5.908067 4462.395703295108 0.4189785164755407 3.612021483524459 2.712935549426622 0.0 6.4982085934097835 -0.32846992306575695 0.0 0.0 0.4494604296704892 0.0
1.1 5.925695 4461.0 0.40620466058763927 3.6246362715298885 2.674613981762918 0.0 6.504318135764944 -0.31048652482269495 0.0 0.0 0.4496 0.0
1.1 5.942195 4460.22776854728 0.39427768547280223 3.635722314527198 2.6396052878711265 0.0 6.509861157263599 -0.29371153651665105 0.0 0.0 0.449677223145272 0.0
